
4984081107316012|07|2028|255
4984081107316442|07|2028|255
4984081107313043|07|2028|255
4984081107315261|07|2028|255
4984081107314066|07|2028|255
4984081107311187|07|2028|255
4984081107314108|07|2028|255
4984081107317218|07|2028|255
4984081107312466|07|2028|255
4984081107317606|07|2028|255
4984081107318778|07|2028|255
4984081107315436|07|2028|255
4984081107310114|07|2028|255
4984081107312417|07|2028|255
4984081107316442|07|2028|255
4984081107310312|07|2028|255
4984081107313217|07|2028|255
4984081107315337|07|2028|255
4984081107316251|07|2028|255
4984081107315717|07|2028|255
4984081107314512|07|2028|255
4984081107317721|07|2028|255
4984081107312631|07|2028|255
4984081107313860|07|2028|255
4984081107316236|07|2028|255
4984081107313084|07|2028|255
4984081107316624|07|2028|255
4984081107310270|07|2028|255
4984081107314454|07|2028|255
4984081107313670|07|2028|255
4984081107317655|07|2028|255
4984081107318802|07|2028|255
4984081107316558|07|2028|255
4984081107316574|07|2028|255
4984081107316640|07|2028|255
4984081107318323|07|2028|255
4984081107316418|07|2028|255
4984081107313522|07|2028|255
4984081107314314|07|2028|255
4984081107314207|07|2028|255
4984081107312870|07|2028|255
4984081107314710|07|2028|255
4984081107315451|07|2028|255
4984081107318620|07|2028|255
4984081107311633|07|2028|255
4984081107318612|07|2028|255
4984081107310601|07|2028|255
4984081107314256|07|2028|255
4984081107313670|07|2028|255
4984081107313167|07|2028|255
4984081107315576|07|2028|255
4984081107310668|07|2028|255
4984081107310833|07|2028|255
4984081107315451|07|2028|255
4984081107313720|07|2028|255
4984081107311211|07|2028|255
4984081107318208|07|2028|255
4984081107314132|07|2028|255
4984081107315568|07|2028|255
4984081107318612|07|2028|255
4984081107314348|07|2028|255
4984081107314470|07|2028|255
4984081107316061|07|2028|255
4984081107315071|07|2028|255
4984081107315550|07|2028|255
4984081107315444|07|2028|255
4984081107311732|07|2028|255
4984081107317507|07|2028|255
4984081107316434|07|2028|255
4984081107311583|07|2028|255
4984081107313167|07|2028|255
4984081107314371|07|2028|255
4984081107310478|07|2028|255
4984081107316160|07|2028|255
4984081107311047|07|2028|255
4984081107317614|07|2028|255
4984081107313878|07|2028|255
4984081107317325|07|2028|255
4984081107318265|07|2028|255
4984081107311377|07|2028|255
4984081107317002|07|2028|255
4984081107310510|07|2028|255
4984081107311054|07|2028|255
4984081107314611|07|2028|255
4984081107312474|07|2028|255
4984081107314116|07|2028|255
4984081107318885|07|2028|255
4984081107311633|07|2028|255
4984081107314363|07|2028|255
4984081107317010|07|2028|255
4984081107318646|07|2028|255
4984081107317408|07|2028|255
4984081107313381|07|2028|255
4984081107318463|07|2028|255
4984081107317283|07|2028|255
4984081107312664|07|2028|255
4984081107314132|07|2028|255
4984081107310536|07|2028|255
4984081107317473|07|2028|255
4984081107317762|07|2028|255
